Disaster Subgroup,Disaster Type,Disaster Subtype,Location,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damage ('000 US$),Start_Date,End_Date,Duration,Season,Primary_State,Deaths_log,Affected_log,Damage_log,Disaster Type_encoded,Disaster Subtype_encoded,Disaster Subgroup_encoded,Season_encoded,Primary_State_encoded,Magnitude Scale_encoded
Hydrological,Mass movement (wet),Landslide (wet),"Kotropi, Mandi district (Himachal Pradesh)",,,2017,8.0,13.0,2017,8.0,13.0,46.0,100.0,160000.0,2017-08-13,2017-08-13,1.0,Monsoon,Himachal Pradesh,3.8501476017100584,4.61512051684126,11.982935344196433,8,15,3,0,8,4
Hydrological,Mass movement (wet),Landslide (wet),"Barak Valley Region (southern Assam State, north-east India); Hailakandi ; Cachar; Karimganj Districts",,,2020,5.0,27.0,2020,6.0,2.0,21.0,155850.0,160000.0,2020-05-27,2020-06-02,6.0,Summer,Assam,3.091042453358316,11.95665570160095,11.982935344196433,8,15,3,2,2,4
Hydrological,Mass movement (wet),Landslide (wet),Idukki district (Kerala state),,,2020,8.0,7.0,2020,8.0,7.0,70.0,30000.0,160000.0,2020-08-07,2020-08-07,1.0,Monsoon,Kerala,4.2626798770413155,10.308985993422082,11.982935344196433,8,15,3,0,12,4
Hydrological,Mass movement (wet),Landslide (wet),Bombay,,,2021,7.0,17.0,2021,7.0,18.0,33.0,30000.0,160000.0,2021-07-17,2021-07-18,1.0,Monsoon,Maharashtra,3.5263605246161616,10.308985993422082,11.982935344196433,8,15,3,0,14,4
Hydrological,Mass movement (wet),Landslide (wet),"Nigul Sari Village (Kinnaur District, Himachal Pradesh State)",,,2021,8.0,11.0,2021,8.0,11.0,35.0,13.0,160000.0,2021-08-11,2021-08-11,1.0,Monsoon,Himachal Pradesh,3.58351893845611,2.6390573296152584,11.982935344196433,8,15,3,0,8,4
Hydrological,Mass movement (wet),Landslide (wet),"Tapul village (Noney District, Manipur State); Mumbai",,,2022,6.0,30.0,2022,7.0,6.0,67.0,30000.0,160000.0,2022-06-30,2022-07-06,6.0,Monsoon,Manipur,4.219507705176107,10.308985993422082,11.982935344196433,8,15,3,0,15,4
Hydrological,Mass movement (wet),Landslide (wet),"Irshalwadi Village (Raigad District, western Maharashtra State)",,,2023,7.0,19.0,2023,7.0,19.0,28.0,200.0,160000.0,2023-07-19,2023-07-19,1.0,Monsoon,Maharashtra,3.367295829986474,5.303304908059076,11.982935344196433,8,15,3,0,14,4
Hydrological,Mass movement (wet),Landslide (wet),Himachal Pradesh and Uttarakhand states,,,2023,8.0,23.0,2023,8.0,24.0,10.0,605.0,160000.0,2023-08-23,2023-08-24,1.0,Monsoon,Himachal Pradesh,2.3978952727983707,6.406879986069314,11.982935344196433,8,15,3,0,8,4
Hydrological,Mass movement (wet),Landslide (wet),"Mundakkai, Chooralmala, Attamala, and Noolpuzha villages (Wayanad district, Kerala state)",,,2024,7.0,30.0,2024,7.0,30.0,378.0,3091.0,140000.0,2024-07-30,2024-07-30,1.0,Monsoon,Kerala,5.937536205082426,8.036573409707312,11.849404844423074,8,15,3,0,12,4
Hydrological,Mass movement (wet),Landslide (wet),"Dipu Dara village (Singtam municipality, Gangtok district, Sikkim state)",,,2024,8.0,22.0,2024,8.0,22.0,10.0,90.0,160000.0,2024-08-22,2024-08-22,1.0,Monsoon,Sikkim,2.3978952727983707,4.51085950651685,11.982935344196433,8,15,3,0,22,4
Hydrological,Mass movement (wet),Avalanche (wet),Chamoli district (Uttarakhand),,,2025,2.0,28.0,2025,2.0,28.0,8.0,219.0,160000.0,2025-02-28,2025-02-28,1.0,Winter,Uttarakhand,2.1972245773362196,5.393627546352362,11.982935344196433,8,1,3,3,27,4
Hydrological,Mass movement (wet),Mudslide,"Dharali village (Uttarkashi district, Uttarakhand state)",,,2025,8.0,5.0,2025,8.0,5.0,105.0,30000.0,160000.0,2025-08-05,2025-08-05,1.0,Monsoon,Uttarakhand,4.663439094112067,10.308985993422082,11.982935344196433,8,18,3,0,27,4
Meteorological,Storm,Storm (General),"Meghalaya, Manipur, Tinsukia",,Kph,1990,4.0,20.0,1990,4.0,20.0,16.0,30000.0,160000.0,1990-04-20,1990-04-20,1.0,Summer,Manipur,2.833213344056216,10.308985993422082,11.982935344196433,9,24,4,2,15,1
Meteorological,Storm,Tropical cyclone,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",,Kph,1990,5.0,9.0,1990,5.0,9.0,957.0,2600000.0,580000.0,1990-05-09,1990-05-09,1.0,Summer,Andhra Pradesh,6.86484777797086,14.77102238760702,13.270785106659046,9,26,4,2,0,1
Meteorological,Storm,Severe weather,Golfe du Bengale,,Kph,1990,8.0,20.0,1990,8.0,20.0,500.0,30000.0,160000.0,1990-08-20,1990-08-20,1.0,Monsoon,West Bengal,6.2166061010848646,10.308985993422082,11.982935344196433,9,22,4,0,28,1
Meteorological,Storm,Tropical cyclone,Ganjam district (Orissa),,Kph,1990,11.0,1.0,1990,11.0,1.0,250.0,1500000.0,112800.0,1990-11-01,1990-11-01,1.0,Post-Monsoon,Odisha,5.5254529391317835,14.220976332738882,11.633380483255026,9,26,4,1,19,1
Meteorological,Storm,Tropical cyclone,"Andhra Pradesh, Tamil Nadu, Pondicherry",,Kph,1991,11.0,12.0,1991,11.0,19.0,125.0,25000.0,160000.0,1991-11-12,1991-11-19,7.0,Post-Monsoon,Andhra Pradesh,4.836281906951478,10.12667110305036,11.982935344196433,9,26,4,1,0,1
Meteorological,Storm,Tropical cyclone,Naogoan district (Assam state),140.0,Kph,1992,4.0,22.0,1992,4.0,22.0,25.0,100.0,160000.0,1992-04-22,1992-04-22,1.0,Summer,Assam,3.258096538021482,4.61512051684126,11.982935344196433,9,26,4,2,2,1
Meteorological,Storm,Severe weather,"Kerala, Gujarat, Orissa states",,Kph,1992,6.0,17.0,1992,6.0,24.0,60.0,30000.0,160000.0,1992-06-17,1992-06-24,7.0,Monsoon,Odisha,4.110873864173311,10.308985993422082,11.982935344196433,9,22,4,0,19,1
Meteorological,Storm,Tropical cyclone,"Near Kandi (Murshidabad district, West Bengal)",200.0,Kph,1993,4.0,9.0,1993,4.0,9.0,125.0,500.0,160000.0,1993-04-09,1993-04-09,1.0,Summer,West Bengal,4.836281906951478,6.2166061010848646,11.982935344196433,9,26,4,2,28,1
Meteorological,Storm,Tropical cyclone,"Tamil Nadu, Karaikal region (Pondicherry)",120.0,Kph,1993,12.0,4.0,1993,12.0,4.0,61.0,72000.0,100000.0,1993-12-04,1993-12-04,1.0,Winter,Tamil Nadu,4.127134385045092,11.184435286790631,11.51293546492023,9,26,4,3,23,1
Meteorological,Storm,Tornado,Mormugao,,Kph,1994,6.0,7.0,1994,6.0,7.0,11.0,100.0,160000.0,1994-06-07,1994-06-07,1.0,Monsoon,Unknown,2.4849066497880004,4.61512051684126,11.982935344196433,9,25,4,0,25,1
Meteorological,Storm,Tropical cyclone,"Tamil Nadu, Andhra Pradesh, Karnataka states",125.0,Kph,1994,10.0,31.0,1994,11.0,4.0,208.0,428500.0,19100.0,1994-10-31,1994-11-04,4.0,Post-Monsoon,Andhra Pradesh,5.342334251964811,12.968048350739535,9.857495968685136,9,26,4,1,0,1
Meteorological,Storm,Tropical cyclone,Andhra Pradesh,,Kph,1995,10.0,20.0,1995,10.0,23.0,94.0,12000.0,2000.0,1995-10-20,1995-10-23,3.0,Post-Monsoon,Andhra Pradesh,4.553876891600541,9.392745258631441,7.601402334583733,9,26,4,1,0,1
Meteorological,Storm,Tropical cyclone,"Orissa, Andra Pradesh",,Kph,1995,11.0,10.0,1995,11.0,10.0,128.0,30000.0,46300.0,1995-11-10,1995-11-10,1.0,Post-Monsoon,Odisha,4.859812404361672,10.308985993422082,10.742918838113225,9,26,4,1,19,1
Meteorological,Storm,Tropical cyclone,"Andhra Pradesh, Karnataka, Kerala, West Begal, Tamil Nadu, Gujarat, Maharashtra, Uttar Pradesh, Assam, Haryana, Jammu and Kashmir, Rajasthan, Arunachal, Bihar, Tripura states",,Kph,1996,6.0,14.0,1996,6.0,16.0,731.0,1842100.0,160000.0,1996-06-14,1996-06-16,2.0,Monsoon,Andhra Pradesh,6.595780513961311,14.426417325998855,11.982935344196433,9,26,4,0,0,1
Meteorological,Storm,Tropical cyclone,Oman Sea,,Kph,1996,7.0,2.0,1996,7.0,2.0,92.0,30000.0,160000.0,1996-07-02,1996-07-02,1.0,Monsoon,Unknown,4.532599493153256,10.308985993422082,11.982935344196433,9,26,4,0,25,1
Meteorological,Storm,Tropical cyclone,"East and West Godavari, Kakinada (Andhra Pradesh state)",,Kph,1996,11.0,6.0,1996,11.0,8.0,708.0,7000000.0,1500300.0,1996-11-06,1996-11-08,2.0,Post-Monsoon,Andhra Pradesh,6.5638555265321274,15.76142084987672,14.221176312608243,9,26,4,1,0,1
Meteorological,Storm,Tropical cyclone,Andhra Pradesh,180.0,Kph,1996,12.0,4.0,1996,12.0,4.0,6.0,335000.0,160000.0,1996-12-04,1996-12-04,1.0,Winter,Andhra Pradesh,1.9459101490553132,12.721888795877375,11.982935344196433,9,26,4,3,0,1
Meteorological,Storm,Tropical cyclone,Andhra Pradesh,,Kph,1997,8.0,22.0,1997,8.0,22.0,25.0,30000.0,160000.0,1997-08-22,1997-08-22,1.0,Monsoon,Andhra Pradesh,3.258096538021482,10.308985993422082,11.982935344196433,9,26,4,0,0,1
Meteorological,Storm,Tornado,"Tanton, Jaleshwar (Midnapore, West Bengal), Balasore district (Orissa)",110.0,Kph,1998,3.0,24.0,1998,3.0,24.0,250.0,40500.0,10000.0,1998-03-24,1998-03-24,1.0,Summer,West Bengal,5.5254529391317835,10.609081944147828,9.210440366976517,9,25,4,2,28,1
Meteorological,Storm,Tropical cyclone,"Kutch, Porbandar, Jamnagar, Junagadh, Amreli, Bhavnagar, Banaskhanta, Surat, Bharuch, Rajkot, Valsad, Nasvari districts (Gujarat state), Barmer, Jallore districts (Rajasthan state), Ratnagiri district (Maharasthra)",145.0,Kph,1998,6.0,9.0,1998,6.0,11.0,2871.0,4600893.0,469000.0,1998-06-09,1998-06-11,2.0,Monsoon,Gujarat,7.962763930168115,15.341761190402318,13.058360179622305,9,26,4,0,6,1
Meteorological,Storm,Tropical cyclone,Bombay (city) Level 1 = Maharashtra,,Kph,1998,10.0,18.0,1998,10.0,18.0,250.0,30000.0,160000.0,1998-10-18,1998-10-18,1.0,Post-Monsoon,Maharashtra,5.5254529391317835,10.308985993422082,11.982935344196433,9,26,4,1,14,1
Meteorological,Storm,Storm (General),"West Begala, Midnapur dis.- Level 1 = Uttar Pradesh",170.0,Kph,1998,11.0,22.0,1998,11.0,22.0,100.0,20000.0,160000.0,1998-11-22,1998-11-22,1.0,Post-Monsoon,Uttar Pradesh,4.61512051684126,9.90353755128617,11.982935344196433,9,24,4,1,26,1
Meteorological,Storm,Tropical cyclone,Gujarat Coast,200.0,Kph,1999,5.0,20.0,1999,5.0,23.0,451.0,40696.0,20000.0,1999-05-20,1999-05-23,3.0,Summer,Gujarat,6.113682179832232,10.613909658640255,9.90353755128617,9,26,4,2,6,1
Meteorological,Storm,Tropical cyclone,"Kendrapara, Jagatsinghpur, Khurda, Puri, Cuttack, Nayagarh, Bhadrak, Keonjhar, Dhenkanal, Balasore, Mayurbhang, Jajapur (Orissa, Andhra Pradesh, West Bengal states)",260.0,Kph,1999,10.0,28.0,1999,10.0,30.0,9843.0,12628312.0,2500000.0,1999-10-28,1999-10-30,2.0,Post-Monsoon,West Bengal,9.194617411510947,16.351451914542267,14.731801689838349,9,26,4,1,28,1
Meteorological,Storm,Tropical cyclone,"Nagappattinam, Thanjavur, Sirkali, Papanasam, Tiruvallur, Tiruvarur areas (Cuddalore district, Tamil Nadu province), Andhra Pradesh province",120.0,Kph,2000,11.0,29.0,2000,11.0,29.0,49.0,30000.0,160000.0,2000-11-29,2000-11-29,1.0,Post-Monsoon,Andhra Pradesh,3.912023005428146,10.308985993422082,11.982935344196433,9,26,4,1,0,1
Meteorological,Storm,Lightning/Thunderstorms,Uttar Pradesh province,,Kph,2001,5.0,24.0,2001,5.0,24.0,21.0,30000.0,160000.0,2001-05-24,2001-05-24,1.0,Summer,Uttar Pradesh,3.091042453358316,10.308985993422082,11.982935344196433,9,16,4,2,26,1
Meteorological,Storm,Tropical cyclone,Andhra Pradesh province,,Kph,2001,10.0,1.0,2001,10.0,1.0,78.0,27000.0,160000.0,2001-10-01,2001-10-01,1.0,Post-Monsoon,Andhra Pradesh,4.3694478524670215,10.203629181337648,11.982935344196433,9,26,4,1,0,1
Meteorological,Storm,Lightning/Thunderstorms,"Gobalpur area (Hugli district, West Bengal), Kolkata, Jalpaiguri, Darjiling districts (West Bengal province)",80.0,Kph,2002,4.0,27.0,2002,4.0,27.0,11.0,30000.0,160000.0,2002-04-27,2002-04-27,1.0,Summer,West Bengal,2.4849066497880004,10.308985993422082,11.982935344196433,9,16,4,2,28,1
Meteorological,Storm,Tropical cyclone,"Baleshwar, Bhadrak, Jagatsinghpur, Kendrapara districts (Orissa province), East Midnapore, North 24 Parganas, South 24 Parganas (West Bengal province)",60.0,Kph,2002,11.0,13.0,2002,11.0,13.0,124.0,30000.0,160000.0,2002-11-13,2002-11-13,1.0,Post-Monsoon,West Bengal,4.8283137373023015,10.308985993422082,11.982935344196433,9,26,4,1,28,1
Meteorological,Storm,Storm (General),Betul district (Madhya Pradesh province),,Kph,2003,2.0,17.0,2003,2.0,17.0,20.0,200.0,160000.0,2003-02-17,2003-02-17,1.0,Winter,Madhya Pradesh,3.044522437723423,5.303304908059076,11.982935344196433,9,24,4,3,13,1
Meteorological,Storm,Hail,"Bankura, Hugli, Haora districts (West Bengal province)",,Kph,2003,3.0,12.0,2003,3.0,12.0,30.0,485910.0,16000.0,2003-03-12,2003-03-12,1.0,Summer,West Bengal,3.4339872044851463,13.093780758540714,9.680406499268875,9,12,4,2,28,1
Meteorological,Storm,Tropical cyclone,"Chirakhawa, Chirakhawa Topopara, Peepulbari part 1, Peepulbari part 2, Bhurakata, Baliabeel, Bengerbhita, Baushkata areas (Dhuburi district, Assam province)",100.0,Kph,2003,4.0,22.0,2003,4.0,22.0,45.0,4600.0,160000.0,2003-04-22,2003-04-22,1.0,Summer,Assam,3.828641396489095,8.434028950155469,11.982935344196433,9,26,4,2,2,1
Meteorological,Storm,Tropical cyclone,"Krishna, Guntur, West Godavari districts (Andhra Pradesh province)",100.0,Kph,2003,12.0,17.0,2003,12.0,17.0,50.0,40000.0,28000.0,2003-12-17,2003-12-17,1.0,Winter,Andhra Pradesh,3.9318256327243257,10.596659732783579,10.239995502805316,9,26,4,3,0,1
Meteorological,Storm,Storm (General),"Barddhaman, North 24 Parganas, South 24 Parganas districts (West Bengal province)",,Kph,2005,3.0,23.0,2005,3.0,24.0,18.0,7550.0,160000.0,2005-03-23,2005-03-24,1.0,Summer,West Bengal,2.9444389791664403,8.929435283803425,11.982935344196433,9,24,4,2,28,1
Meteorological,Storm,Storm (General),"Guntur, Krishna, Srikakulam, Karimnagar, Nalgonda districts (Andhra Pradesh province)",,Kph,2005,5.0,1.0,2005,5.0,1.0,20.0,20.0,160000.0,2005-05-01,2005-05-01,1.0,Summer,Andhra Pradesh,3.044522437723423,3.044522437723423,11.982935344196433,9,24,4,2,0,1
Meteorological,Storm,Storm (General),"Andhra Pradesh, Orissa provinces",,Kph,2005,9.0,20.0,2005,9.0,20.0,33.0,61000.0,160000.0,2005-09-20,2005-09-20,1.0,Monsoon,Odisha,3.5263605246161616,11.0186455364637,11.982935344196433,9,24,4,0,19,1
Meteorological,Storm,Lightning/Thunderstorms,"Uttar Pradesh, Gujarat provinces",,Kph,2006,5.0,2.0,2006,5.0,2.0,76.0,30000.0,160000.0,2006-05-02,2006-05-02,1.0,Summer,Gujarat,4.343805421853684,10.308985993422082,11.982935344196433,9,16,4,2,6,1
Meteorological,Storm,Tropical cyclone,"Andhra Pradesh, West Bengal, Bihar provinces",,Kph,2006,9.0,18.0,2006,10.0,5.0,114.0,150300.0,160000.0,2006-09-18,2006-10-05,17.0,Monsoon,West Bengal,4.74493212836325,11.92039522907888,11.982935344196433,9,26,4,0,28,1
Meteorological,Storm,Tropical cyclone,"West Bengal, Orissa provinces",,Kph,2007,11.0,15.0,2007,11.0,15.0,49.0,30000.0,160000.0,2007-11-15,2007-11-15,1.0,Post-Monsoon,West Bengal,3.912023005428146,10.308985993422082,11.982935344196433,9,26,4,1,28,1
Meteorological,Storm,Sand/Dust storm,Uttar Pradesh province,110.0,Kph,2008,5.0,14.0,2008,5.0,14.0,111.0,50.0,25000.0,2008-05-14,2008-05-14,1.0,Summer,Uttar Pradesh,4.718498871295094,3.9318256327243257,10.12667110305036,9,21,4,2,26,1
Meteorological,Storm,Tornado,Kendrapara district (Orissa province),,Kph,2009,3.0,31.0,2009,3.0,31.0,15.0,9050.0,160000.0,2009-03-31,2009-03-31,1.0,Summer,Odisha,2.772588722239781,9.11063052782717,11.982935344196433,9,25,4,2,19,1
Meteorological,Storm,Tropical cyclone,"Sagar, Namkhana, Kakdwip, Pathar Pratima, Canning, Basanti, Mathurapur, Kultali villages (South 24 Parganas district, West Bengal province), Kolkata, North 24 Parganas, Haora, Hugli, Darjiling districts (West Bengal province)",110.0,Kph,2009,5.0,25.0,2009,5.0,25.0,96.0,5100000.0,160000.0,2009-05-25,2009-05-25,1.0,Summer,West Bengal,4.574710978503383,15.444751293772967,11.982935344196433,9,26,4,2,28,1
Meteorological,Storm,Lightning/Thunderstorms,"Bihar, Jharkhand provinces",,Kph,2009,6.0,28.0,2009,6.0,29.0,35.0,12.0,160000.0,2009-06-28,2009-06-29,1.0,Monsoon,Bihar,3.58351893845611,2.5649493574615367,11.982935344196433,9,16,4,0,3,1
Meteorological,Storm,Tropical cyclone,"Gujarat, Madhya Pradesh, Maharashtra provinces",,Kph,2009,11.0,11.0,2009,11.0,12.0,20.0,30000.0,300000.0,2009-11-11,2009-11-12,1.0,Post-Monsoon,Gujarat,3.044522437723423,10.308985993422082,12.611541086966115,9,26,4,1,6,1
Meteorological,Storm,Tropical cyclone,"Bihar, West Bengal, Assam provinces",,Kph,2010,4.0,13.0,2010,4.0,14.0,114.0,500000.0,160000.0,2010-04-13,2010-04-14,1.0,Summer,West Bengal,4.74493212836325,13.122365377402328,11.982935344196433,9,26,4,2,28,1
Meteorological,Storm,Tropical cyclone,"Krishna, Prakasam, Nellore, Guntur districts (Andhra Pradesh province), Tamil Nadu province",110.0,Kph,2010,5.0,20.0,2010,5.0,20.0,32.0,30000.0,160000.0,2010-05-20,2010-05-20,1.0,Summer,Andhra Pradesh,3.4965075614664802,10.308985993422082,11.982935344196433,9,26,4,2,0,1
Meteorological,Storm,Lightning/Thunderstorms,"Bihar, Jharkhand provinces",,Kph,2010,8.0,25.0,2010,8.0,25.0,25.0,30000.0,160000.0,2010-08-25,2010-08-25,1.0,Monsoon,Bihar,3.258096538021482,10.308985993422082,11.982935344196433,9,16,4,0,3,1
Meteorological,Storm,Tropical cyclone,Andhra Pradesh province,100.0,Kph,2010,10.0,31.0,2010,11.0,3.0,22.0,30000.0,160000.0,2010-10-31,2010-11-03,3.0,Post-Monsoon,Andhra Pradesh,3.1354942159291497,10.308985993422082,11.982935344196433,9,26,4,1,0,1
Meteorological,Storm,Lightning/Thunderstorms,Karnataka province,,Kph,2011,4.0,15.0,2011,4.0,15.0,17.0,30000.0,160000.0,2011-04-15,2011-04-15,1.0,Summer,Karnataka,2.8903717578961645,10.308985993422082,11.982935344196433,9,16,4,2,10,1
Meteorological,Storm,Lightning/Thunderstorms,Uttar Pradesh province,,Kph,2011,5.0,20.0,2011,5.0,20.0,42.0,50.0,160000.0,2011-05-20,2011-05-20,1.0,Summer,Uttar Pradesh,3.7612001156935624,3.9318256327243257,11.982935344196433,9,16,4,2,26,1
Meteorological,Storm,Tropical cyclone,"Cuddalore district (Tamil Nadu province), Puducherry district (Puducherry province)",140.0,Kph,2011,12.0,29.0,2011,12.0,30.0,47.0,250000.0,375625.0,2011-12-29,2011-12-30,1.0,Winter,Tamil Nadu,3.871201010907891,12.429220196836383,12.836349246497683,9,26,4,3,23,1
Meteorological,Storm,Tropical cyclone,"Andhra Pradesh, Tamil Nadu provinces",,Kph,2012,11.0,4.0,2012,11.0,8.0,40.0,70000.0,160000.0,2012-11-04,2012-11-08,4.0,Post-Monsoon,Andhra Pradesh,3.713572066704308,11.156264806643742,11.982935344196433,9,26,4,1,0,1
Meteorological,Storm,Tornado,Uttar Pradesh province,,Kph,2013,3.0,29.0,2013,3.0,30.0,9.0,30000.0,160000.0,2013-03-29,2013-03-30,1.0,Summer,Uttar Pradesh,2.302585092994046,10.308985993422082,11.982935344196433,9,25,4,2,26,1
Meteorological,Storm,Tropical cyclone,Andhra Pradesh province,,Kph,2013,5.0,16.0,2013,5.0,16.0,8.0,4.0,160000.0,2013-05-16,2013-05-16,1.0,Summer,Andhra Pradesh,2.1972245773362196,1.6094379124341003,11.982935344196433,9,26,4,2,0,1
Meteorological,Storm,Lightning/Thunderstorms,"Bihar, Jharkhand provinces",,Kph,2013,10.0,5.0,2013,10.0,6.0,32.0,30000.0,160000.0,2013-10-05,2013-10-06,1.0,Post-Monsoon,Bihar,3.4965075614664802,10.308985993422082,11.982935344196433,9,16,4,1,3,1
Meteorological,Storm,Tropical cyclone,"Krishna, Guntur, East Godavari, West Godavari, Vishakhapatnam districts (Andhra Pradesh province)",65.0,Kph,2013,11.0,22.0,2013,11.0,22.0,10.0,30000.0,262000.0,2013-11-22,2013-11-22,1.0,Post-Monsoon,Andhra Pradesh,2.3978952727983707,10.308985993422082,12.476103599529843,9,26,4,1,0,1
Meteorological,Storm,Blizzard/Winter storm,"Doda, Bhaderwah, Thathri, Gandoh, Bhallessa villages (Kishtwar (72809) district, Jammu and Kashmir (40427) province), Kora Pani, Tangdhar villages (Kupwara (72786) district, Jumma and Kashmir (40431) province)",,Kph,2014,3.0,10.0,2014,3.0,12.0,17.0,9610.0,160000.0,2014-03-10,2014-03-12,2.0,Summer,Jammu,2.8903717578961645,9.170663554823284,11.982935344196433,9,3,4,2,9,1
Meteorological,Storm,Storm (General),Uttar Pradesh province,,Kph,2014,4.0,17.0,2014,4.0,20.0,27.0,30000.0,160000.0,2014-04-17,2014-04-20,3.0,Summer,Uttar Pradesh,3.332204510175204,10.308985993422082,11.982935344196433,9,24,4,2,26,1
Meteorological,Storm,Lightning/Thunderstorms,"Ghaziabad district (Utar Pradesh province), Delhi, West Bengal provinces",,Kph,2014,5.0,30.0,2014,5.0,31.0,15.0,26.0,160000.0,2014-05-30,2014-05-31,1.0,Summer,West Bengal,2.772588722239781,3.295836866004329,11.982935344196433,9,16,4,2,28,1
Meteorological,Storm,Tropical cyclone,"Vishakhapatnam, Gangavaram towns (Vishakhapatnam district, Andhra Pradesh province), Baragarh, Bolangir, Boudh, Gajapati, Ganjam, Kalahandi, Kandhamal, Khordha, Koraput, Malkangiri, Nabarangpur, Nayagarh, Nuapada, Puri, Rayagada, Sonepur districts (Orissa province), Chhattisgarh province",215.0,Kph,2014,10.0,12.0,2014,10.0,12.0,53.0,920000.0,7000000.0,2014-10-12,2014-10-12,1.0,Post-Monsoon,Odisha,3.9889840465642745,13.732130035981154,15.76142084987672,9,26,4,1,19,1
Meteorological,Storm,Lightning/Thunderstorms,"Gujarat, Punjab, Himachal Pradresh, Haryana, Maharashtra, Bihar, Uttar Pradesh, Madhya Pradesh, Rajasthan, Jammu and Kashmir, Uttarakhand, West Bengal provinces",,Kph,2015,3.0,6.0,2015,3.0,18.0,27.0,30000.0,906000.0,2015-03-06,2015-03-18,12.0,Summer,West Bengal,3.332204510175204,10.308985993422082,13.716795688777268,9,16,4,2,28,1
Meteorological,Storm,Severe weather,"Purnia, Madhepura, Madhubani, Supaul, Sitamarhi districts (Bihar province)",150.0,Kph,2015,4.0,21.0,2015,4.0,21.0,100.0,125100.0,160000.0,2015-04-21,2015-04-21,1.0,Summer,Bihar,4.61512051684126,11.73687669002817,11.982935344196433,9,22,4,2,3,1
Meteorological,Storm,Lightning/Thunderstorms,Andhra Pradesh province,,Kph,2015,5.0,19.0,2015,5.0,19.0,23.0,30000.0,160000.0,2015-05-19,2015-05-19,1.0,Summer,Andhra Pradesh,3.1780538303479458,10.308985993422082,11.982935344196433,9,16,4,2,0,1
Meteorological,Storm,Lightning/Thunderstorms,"Deogarh, Nabarangpur, Malkangiri districts (Orissa province), Andhra Pradesh province",,Kph,2015,9.0,6.0,2015,9.0,6.0,32.0,30000.0,160000.0,2015-09-06,2015-09-06,1.0,Monsoon,Odisha,3.4965075614664802,10.308985993422082,11.982935344196433,9,16,4,0,19,1
Meteorological,Storm,Lightning/Thunderstorms,Maharashtra province,,Kph,2015,10.0,3.0,2015,10.0,4.0,29.0,30000.0,160000.0,2015-10-03,2015-10-04,1.0,Post-Monsoon,Maharashtra,3.4011973816621555,10.308985993422082,11.982935344196433,9,16,4,1,14,1
Meteorological,Storm,Lightning/Thunderstorms,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,Kph,2016,6.0,20.0,2016,6.0,21.0,93.0,30000.0,160000.0,2016-06-20,2016-06-21,1.0,Monsoon,Bihar,4.543294782270004,10.308985993422082,11.982935344196433,9,16,4,0,3,1
Meteorological,Storm,Tropical cyclone,Chennai district (Tamil Nadu province); Andhra Pradesh,140.0,Kph,2016,12.0,12.0,2016,12.0,14.0,24.0,30000.0,1000000.0,2016-12-12,2016-12-14,2.0,Winter,Andhra Pradesh,3.2188758248682006,10.308985993422082,13.815511557963774,9,26,4,3,0,1
Meteorological,Storm,Lightning/Thunderstorms,Maldah (West Bengal),,Kph,2017,3.0,25.0,2017,3.0,25.0,4.0,60020.0,160000.0,2017-03-25,2017-03-25,1.0,Summer,West Bengal,1.6094379124341003,11.002449779968526,11.982935344196433,9,16,4,2,28,1
Meteorological,Storm,Lightning/Thunderstorms,"Jamui, Champaran, Vaishali, Samastipur, Bihar",,Kph,2017,5.0,28.0,2017,5.0,28.0,29.0,1250.0,160000.0,2017-05-28,2017-05-28,1.0,Summer,Bihar,3.4011973816621555,7.1316985104669115,11.982935344196433,9,16,4,2,3,1
Meteorological,Storm,Lightning/Thunderstorms,"Vaishali, Saran, Patna, Gaya, Sasaram (Rohta), Araria, Nalanda districts (Bihar)",,Kph,2017,7.0,8.0,2017,7.0,11.0,23.0,12.0,160000.0,2017-07-08,2017-07-11,3.0,Monsoon,Bihar,3.1780538303479458,2.5649493574615367,11.982935344196433,9,16,4,0,3,1
Meteorological,Storm,Tropical cyclone,"Kerala (Thiruvananthapuram, Kozhikode,Ernakulam),Tamil Nadu (Kanyakumari-Munchirai, Thiruvattar,Killiyur, Kurunthancode, Rajakkamangalam-, Tirunelveli, Tuticorin districts), Andhra Pradesh (Chittoor and Nellore), Lakshadweep Islands",130.0,Kph,2017,12.0,2.0,2017,12.0,2.0,884.0,60000.0,160000.0,2017-12-02,2017-12-02,1.0,Winter,Andhra Pradesh,6.785587645007929,11.002116507732017,11.982935344196433,9,26,4,3,0,1
Meteorological,Storm,Lightning/Thunderstorms,Kolkata,,Kph,2018,4.0,17.0,2018,4.0,17.0,18.0,22050.0,100000.0,2018-04-17,2018-04-17,1.0,Summer,Unknown,2.9444389791664403,10.001113231320568,11.51293546492023,9,16,4,2,25,1
Meteorological,Storm,Sand/Dust storm,"Rajasthan, Uttar Pradesh",,Kph,2018,5.0,1.0,2018,5.0,10.0,143.0,200.0,24000.0,2018-05-01,2018-05-10,9.0,Summer,Rajasthan,4.969813299576001,5.303304908059076,10.085850775128717,9,21,4,2,21,1
